symbol,name,price,exchange,exchangeShortName,type
"UBUW.DE","UBS (Irl) ETF plc - Factor MSCI USA Prime Value UCITS ETF (hedged to EUR) A-acc","28.735","Frankfurt Stock Exchange","XETRA","etf",
"WATT.L","WisdomTree Battery Metals ETC","18.89999","London Stock Exchange","LSE","etf",
"DJE.MI","Lyxor Dow Jones Industrial Average UCITS ETF","363.12","Milan","MIL","etf",
"HEWU","iShares Currency Hedged MSCI United Kingdom ETF","24.815","New York Stock Exchange Arca","AMEX","etf",
"CBLS","Changebridge Capital Long/Short Equity ETF","25.52","New York Stock Exchange Arca","AMEX","etf",
"VB","Vanguard Small Cap Index Fund","217.92","New York Stock Exchange Arca","AMEX","etf",
"XHYC","BondBloxx US High Yield Consumer Cyclicals Sector ETF","37.04","New York Stock Exchange Arca","AMEX","etf",
"EMTL","SPDR DoubleLine Emerging Markets Fixed Income ETF","42","BATS","ETF","etf",
"PAB","PGIM Active Aggregate Bond ETF","41.7643","New York Stock Exchange Arca","AMEX","etf",
"GBEU.MI","WisdomTree Short GBP Long EUR","33.985","Milan","MIL","etf",
"MGV","Vanguard Mega Cap Value Index Fund","118.21","New York Stock Exchange Arca","AMEX","etf",
"3SRD.L","GraniteShares 3x Short Royal Dutch Shell Daily ETC","1664.5","London Stock Exchange","LSE","etf",
"WHCS.AS","iShares MSCI World Health Care Sector UCITS ETF USD Inc","7.5463","Amsterdam","EURONEXT","etf",
"ZXM.TO","CI Morningstar International Momentum Index ETF Common Units (CAD Hedged)","42.8","Toronto Stock Exchange","TSX","etf",
"BRK2.L","Leverage Shares 2x Long Berkshire Hathaway (BRK-B) ETC","8.1885","London Stock Exchange","LSE","etf",
"SEML.L","iShares III Public Limited Company - iShares Emerging Markets Local Government Bond UCITS ETF","33.9836","London Stock Exchange","LSE","etf",
"NS4E.DE","Invesco JPX-Nikkei 400 UCITS ETF","29.69","Frankfurt Stock Exchange","XETRA","etf",
"36BE.DE","iShares $ Corp Bond ESG UCITS ETF","3.9037","Frankfurt Stock Exchange","XETRA","etf",
"LGLBF","Gold Bullion Securities Limited - Gold Bullion Securities","186.4867","Other OTC","PNK","etf",
"IPRE.DE","iShares European Property Yield UCITS ETF","4.345","Frankfurt Stock Exchange","XETRA","etf",
"NICK.MI","WisdomTree Nickel","15.262","Milan","MIL","etf",
"IWFQ.L","iShares Edge MSCI World Quality Factor UCITS ETF","5272.793","London Stock Exchange","LSE","etf",
"CMES.SW","iShares J.P. Morgan ESG $ EM Bond UCITS ETF CHF Hedged (Acc)","4.154","Swiss Exchange","SIX","etf",
"SMN","ProShares UltraShort Basic Materials","7.5299","New York Stock Exchange Arca","AMEX","etf",
"CSY8.F","Credit Suisse Index Fund (IE) ETF ICAV - CSIF (IE) MSCI USA Small Cap ESG Leaders Blue UCITS ETF","138.72","Frankfurt Stock Exchange","XETRA","etf",
"IE3E.F","iShares € Corp Bond 0-3yr ESG UCITS ETF","4.9624","Frankfurt Stock Exchange","XETRA","etf",
"WPAB.SW","Ishares III Plc - Ishares Msci World Paris-Aligned Climate Ucits ETF","6.02","Swiss Exchange","SIX","etf",
"HIG.TO","Brompton Global Healthcare Income & Growth ETF","8.74","Toronto Stock Exchange","TSX","etf",
"3NVD.L","Leverage Shares 3x NVIDIA ETC","5516","London Stock Exchange","LSE","etf",
"BGX.L","Expat Bulgaria SOFIX UCITS ETF","0.6387","London Stock Exchange","LSE","etf",
"XMVE.DE","Xtrackers MSCI EMU ESG Screened UCITS ETF 1D","32.17","Frankfurt Stock Exchange","XETRA","etf",
"SGASF","SSgA SPDR ETFs Europe II Public Limited Company - SPDR MSCI USA Value UCITS ETF","56.775","Other OTC","PNK","etf",
"CBUE.DE","iShares $ Treasury Bond 3-7yr UCITS ETF EUR Hedged (Dist)","4.243","Frankfurt Stock Exchange","XETRA","etf",
"NVMZ","TrueShares Structured Outcome (November) ETF","31.6305","BATS","ETF","etf",
"XZEC.DE","Xtrackers MSCI Europe Consumer Discretionary ESG Screened UCITS ETF","63.48","Frankfurt Stock Exchange","XETRA","etf",
"3BA.L","Leverage Shares 3x Boeing ETP","25.499","London Stock Exchange","LSE","etf",
"QMOM","Alpha Architect U.S. Quantitative Momentum ETF","57.05","BATS","ETF","etf",
"DFAT","Dimensional U.S. Targeted Value ETF","52.12","New York Stock Exchange Arca","AMEX","etf",
"SPRE.L","Leverage Shares -1x Short Palantir ETC","1.22565","London Stock Exchange","LSE","etf",
"SUPP","Engine No. 1 Transform Supply Chain ETF","64.0875","CBOE BZX","CBOE","etf",
"EUN3.DE","iShares Global Govt Bond UCITS ETF USD (Dist)","82.252","Frankfurt Stock Exchange","XETRA","etf",
"RTA.PA","Lyxor Index Fund - Lyxor STOXX Europe 600 Retail UCITS ETF","50.841","Paris","EURONEXT","etf",
"WCAR.MI","WisdomTree Global Automotive Innovators UCITS ETF","29.775","Milan","MIL","etf",
"LVHI","Franklin International Low Volatility High Dividend Index ETF","29.88","BATS","ETF","etf",
"ITDC","iShares Trust","28.77","New York Stock Exchange Arca","AMEX","etf",
"FDAT","Tidal Trust II - Tactical Advantage ETF","21.71","New York Stock Exchange Arca","AMEX","etf",
"HGD.TO","BetaPro Canadian Gold Miners -2x Daily Bear ETF","3.8","Toronto Stock Exchange","TSX","etf",
"IJPN.AS","iShares MSCI Japan UCITS ETF USD (Dist)","16.206","Amsterdam","AMS","etf",
"WINS.AS","iShares MSCI World Industrials Sector ESG UCITS ETF","6.0713","Amsterdam","EURONEXT","etf",
"FDLO","Fidelity Low Volatility Factor ETF","56.26","New York Stock Exchange Arca","AMEX","etf",
"NSCR","Nuveen Sustainable Core ETF","26.5895","Nasdaq","NASDAQ","etf",
"AAPB","GraniteShares ETF Trust - GraniteShares 2x Long Tilray Daily ETF","22.47","NASDAQ Global Market","NASDAQ","etf",
"PZA","Invesco National AMT-Free Municipal Bond ETF","23.64","New York Stock Exchange Arca","AMEX","etf",
"AEGE.MI","iShares Global Aggregate Bond ESG UCITS ETF","4.4025","Milan","MIL","etf",
"UCI","UBS ETRACS CMCI Total Return ETN","14.53","New York Stock Exchange Arca","AMEX","etf",
"QUAL.AX","Vaneck Msci International Quality Etf","56.08","Australian Securities Exchange","ASX","etf",
"3ARG.L","Leverage Shares 3x Long ARK Genomic Revolution ETC","8.1845","London Stock Exchange","LSE","etf",
"3UBR.MI","Leverage Shares 3x UBER ETP","1.039","Milan","MIL","etf",
"SRS","ProShares UltraShort Real Estate","15.95","New York Stock Exchange Arca","AMEX","etf",
"CG1.L","AMUNDI ETF DAX UCITS ETF","27815","London Stock Exchange","LSE","etf",
"GDMS.L","Leverage Shares -3x Short Gold Miners ETC","0.5032","London Stock Exchange","LSE","etf",
"CMBG.L","UBS AG UBS ETC (CMCI BCOM) GBP","81.9","London Stock Exchange","LSE","etf",
"LTM.PA","Lyxor MSCI EM Latin America UCITS ETF","30.694","Paris","EURONEXT","etf",
"VWRD.L","Vanguard FTSE All-World UCITS ETF","130.03","London Stock Exchange","LSE","etf",
"ISDW.L","iShares II Public Limited Company - iShares MSCI World Islamic UCITS ETF","47.98","London Stock Exchange","LSE","etf",
"FOOD.SW","Lyxor Index Fund - Lyxor Stoxx Europe 600 Food & Beverage UCITS ETF","127.42","Swiss Exchange","SIX","etf",
"ESML","iShares ESG Aware MSCI USA Small-Cap ETF","38.39","BATS","ETF","etf",
"SUSU.L","iShares $ Corp Bond SRI 0-3yr UCITS ETF USD (Dist)","4.93","London Stock Exchange","LSE","etf",
"JHMB","John Hancock Mortgage Backed Securities ETF","21.44","New York Stock Exchange Arca","AMEX","etf",
"FCTR","First Trust Lunt U.S. Factor Rotation ETF","30.997","BATS","ETF","etf",
"H4ZF.DE","HSBC S&P 500 UCITS ETF","50.168","Frankfurt Stock Exchange","XETRA","etf",
"EHLS","Even Herd Long Short ETF","20.1313","NASDAQ Global Market","NASDAQ","etf",
"PCOR.TO","PIMCO Managed Core Bond Pool","18.13","Toronto Stock Exchange","TSX","etf",
"ACU2.DE","Amundi Index Solutions - Amundi MSCI USA UCITS ETF-C EUR","625.9","Frankfurt Stock Exchange","XETRA","etf",
"ENEF.L","WisdomTree Energy Longer Dated","29.155","London Stock Exchange","LSE","etf",
"DEF","Invesco Defensive Equity ETF","67.84","New York Stock Exchange Arca","AMEX","etf",
"3JPE.L","Leverage Shares 3x Long Japan ETP Securities","12.07","London Stock Exchange","LSE","etf",
"SBP.L","Leverage Shares -1x Short BP ETP","193.76","London Stock Exchange","LSE","etf",
"EQIN","Russell Equity Income ETF","43.75","New York Stock Exchange","NYSE","etf",
"ITPG.L","iShares $ TIPS UCITS ETF","4.7879","London Stock Exchange","LSE","etf",
"IS0Z.DE","iShares Global AAA-AA Govt Bond UCITS ETF USD (Dist)","70.442","Frankfurt Stock Exchange","XETRA","etf",
"HTWG.L","Legal & General UCITS ETF Plc - L&G Hydrogen Economy Ucits Etf","376.82","London Stock Exchange","LSE","etf",
"XMLV","Invesco S&P MidCap Low Volatility ETF","55.28","New York Stock Exchange Arca","AMEX","etf",
"FLRT","Pacer Pacific Asset Floating Rate High Income ETF","47.799","New York Stock Exchange Arca","AMEX","etf",
"IXJ","iShares Global Healthcare ETF","93.88","New York Stock Exchange Arca","AMEX","etf",
"226980.KS","KODEX 200 Mid-Small","13755","KSE","KSC","etf",
"THNR","Amplify ETF Trust","25.85","New York Stock Exchange Arca","AMEX","etf",
"MFEM","PIMCO RAFI Dynamic Multi-Factor Emerging Markets Equity ETF","20.05","New York Stock Exchange Arca","AMEX","etf",
"MGK","Vanguard Mega Cap Growth Index Fund","302.32","New York Stock Exchange Arca","AMEX","etf",
"VALX","Validea Market Legends ETF","18.35","NASDAQ Global Select","NASDAQ","etf",
"LCHI.F","Lyxor MSCI China ESG Leaders Extra (DR) UCITS ETF","83.59","Frankfurt Stock Exchange","XETRA","etf",
"EMUCHF.SW","UBS (Lux) Fund Solutions – MSCI EMU UCITS ETF","21.58","Swiss Exchange","SIX","etf",
"QDVC.DE","iShares Edge MSCI USA Size Factor UCITS ETF","9.535","Frankfurt Stock Exchange","XETRA","etf",
"CGMS","Capital Group U.S. Multi-Sector Income ETF","26.93","New York Stock Exchange Arca","AMEX","etf",
"IBID","iShares Trust","25.5599","New York Stock Exchange Arca","AMEX","etf",
"MAGQ","Roundhill Daily Inverse Magnificent Seven ETF","22.27","Nasdaq","NASDAQ","etf",
"MUS.TO","Mackenzie Maximum Diversification US Index ETF","36.79","Toronto Stock Exchange","TSX","etf",
"BUSA","Brandes U.S. Value ETF","29.8502","CBOE BZX","CBOE","etf",
"H4ZB.DE","HSBC FTSE 100 UCITS ETF","86.95","Frankfurt Stock Exchange","XETRA","etf",
"TSLR","GraniteShares 1.75x Long TSLA Daily ETF","11.39","NASDAQ Global Market","NASDAQ","etf",
"EXV2.DE","iShares STOXX Europe 600 Telecommunications UCITS ETF (DE)","19.73","Frankfurt Stock Exchange","XETRA","etf",
"JGSA.L","JPMorgan ETFs (Ireland) ICAV - GBP Ultra-Short Income UCITS ETF","109.865","London Stock Exchange","LSE","etf",
"IGL5.L","iShares UK Gilts 0-5yr UCITS ETF GBP (Dist)","5.191","London Stock Exchange","LSE","etf",
"CSSX5E.MI","iShares VII PLC - iShares Core EURO STOXX 50 UCITS ETF","183.56","Milan","MIL","etf",
"BSJU","Invesco Bulletshares 2030 High Yield Corporate Bond ETF","25.4741","NASDAQ Global Market","NASDAQ","etf",
"XMED.L","Xtrackers MSCI Europe UCITS ETF 1C","98.25","London Stock Exchange","LSE","etf",
"322120.KS","Kim Kindex Smart Quality ETF","16020","KSE","KSC","etf",
"EUFN","iShares MSCI Europe Financials ETF","23.95","NASDAQ Global Market","NASDAQ","etf",
"LYTR.DE","MULTI-UNITS LUXEMBOURG - Lyxor Commodities Refinitiv/CoreCommodity CRB TR UCITS ETF","23.485","Frankfurt Stock Exchange","XETRA","etf",
"SPYH.DE","SPDR MSCI Europe Health Care UCITS ETF","232.8","Frankfurt Stock Exchange","XETRA","etf",
"IDVA.AS","iShares EURO STOXX Select Dividend 30 UCITS ETF (DE)","5.0929","Amsterdam","EURONEXT","etf",
"RNEW","VanEck Green Infrastructure ETF","24.3872","NASDAQ Global Market","NASDAQ","etf",
"FOOD.L","Rize Sustainable Future of Food UCITS ETF","4.0185","London Stock Exchange","LSE","etf",
"SPXD.SW","Invesco S&P 500 UCITS ETF","49.885","Swiss Exchange","SIX","etf",
"XZEU.L","Xtrackers IE PLC - Xtrackers ESG MSCI Europe UCITS ETF","2687.5","London Stock Exchange","LSE","etf",
"HYDB","iShares High Yield Bond Factor ETF","46.13","BATS","ETF","etf",
"XFH.TO","iShares Core MSCI EAFE IMI Index ETF (CAD-Hedged)","32.81","Toronto Stock Exchange","TSX","etf",
"EXXX.DE","iShares ATX UCITS ETF (DE)","40.06","Frankfurt Stock Exchange","XETRA","etf",
"EEJG.L","iShares MSCI Japan ESG Enhanced UCITS ETF","4.95495","London Stock Exchange","LSE","etf",
"N400.L","Invesco JPX-Nikkei 400 UCITS ETF","194.65","London Stock Exchange","LSE","etf",
"HEDP.SW","WisdomTree Europe Equity UCITS ETF","12.912","Swiss Exchange","SIX","etf",
"LABU","Direxion Daily S&P Biotech Bull 3X Shares","110.17","New York Stock Exchange Arca","AMEX","etf",
"3032.HK","Hang Seng TECH Index ETF","3.792","HKSE","HKSE","etf",
"QTJA","Innovator Growth Accelerated Plus ETF - January","23.359","BATS","ETF","etf",
"DYB","WisdomTree Dynamic Bearish U.S. Equity Fund","19.8561","BATS","ETF","etf",
"XDJL","Innovator U.S. Equity Accelerated ETF - July","32.145","BATS","ETF","etf",
"XDGU.DE","Xtrackers (IE) Plc - Xtrackers USD Corporate Bond UCITS ETF 1D","11.649","Frankfurt Stock Exchange","XETRA","etf",
"CLRG","IQ Chaikin U.S. Large Cap ETF","34.71","NASDAQ Global Market","NASDAQ","etf",
"SBCS.L","Leverage Shares -1x Short Barclays ETP","4.354","London Stock Exchange","LSE","etf",
"IUS","Invesco RAFI Strategic US ETF","46.99","NASDAQ Global Market","NASDAQ","etf",
"JBRI","James Biblically Responsible Inv ETF","22.03","BATS","ETF","etf",
"W1TG.F","WisdomTree European Union Bond UCITS ETF","70.338","Frankfurt Stock Exchange","XETRA","etf",
"BIDU.L","LS 1x Baidu Tracker ETC","270.8","London Stock Exchange","LSE","etf",
"ITEQ","BlueStar Israel Technology ETF","44.79","New York Stock Exchange Arca","AMEX","etf",
"DRCU.TO","Desjardins RI Active Canadian Bond","18.41","Toronto Stock Exchange","TSX","etf",
"PLGS.L","Leverage Shares -1x Short Plug Power ETC","3.74975","London Stock Exchange","LSE","etf",
"RFCI","RiverFront Dynamic Core Income ETF","22.2976","New York Stock Exchange Arca","AMEX","etf",
"3BRL.L","WisdomTree Brent Crude Oil 3x Daily Leveraged ETN","36.47","London Stock Exchange","LSE","etf",
"FCIG.TO","Fidelity Global Investment Grade Bond ETF","21.5","Toronto Stock Exchange","TSX","etf",
"267450.KS","KB Asset Management Co., Ltd. - US Treasury Long Bond Futures Inverse ETF","10815","KSE","KSC","etf",
"ODDS","Pacer BlueStar Digital Entertainment ETF","21.91","NASDAQ Global Market","NASDAQ","etf",
"OVLH","Overlay Shares Hedged Large Cap Equity ETF","31.58","New York Stock Exchange Arca","AMEX","etf",
"UC90.L","UBS (Irl) Fund Solutions plc - CMCI Composite SF UCITS ETF","13648","London Stock Exchange","LSE","etf",
"COTN.MI","WisdomTree Cotton","2.5325","Milan","MIL","etf",
"IFEU","iShares Europe Developed Real Estate ETF","35.075","NASDAQ Global Select","NASDAQ","etf",
"DLTM.L","iShares MSCI EM Latin America UCITS ETF","14.99","London Stock Exchange","LSE","etf",
"EHDL.DE","Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF","22.05","Frankfurt Stock Exchange","XETRA","etf",
"EKLD.PA","BNP Paribas Easy MSCI USA SRI S-Series 5% Capped UCITS ETF Capitalisation","19.7442","Paris","EURONEXT","etf",
"XDN0.DE","Xtrackers MSCI Nordic UCITS ETF","57.46","Frankfurt Stock Exchange","XETRA","etf",
"ASIU.L","Lyxor MSCI China ESG Leaders Extra (DR) UCITS ETF","86.25","London Stock Exchange","LSE","etf",
"FHH.TO","FT AlphaDEX U.S. Health Care Sector Index ETF","38.96","Toronto Stock Exchange","TSX","etf",
"ENGB.L","UBS AG","85.435","London Stock Exchange","LSE","etf",
"EMHD.L","Invesco FTSE Emerging Markets High Dividend Low Volatility UCITS ETF","23.76","London Stock Exchange","LSE","etf",
"VOX","Vanguard Communication Services Index Fund","135.74","New York Stock Exchange Arca","AMEX","etf",
"S7XP.L","Invesco Markets plc - Invesco EURO STOXX Optimised Banks UCITS ETF","8738.24","London Stock Exchange","LSE","etf",
"XSX6.L","Xtrackers Stoxx Europe 600 UCITS ETF 1C","10828","London Stock Exchange","LSE","etf",
"FDIG","Fidelity Crypto Industry and Digital Payments ETF","28.04","NASDAQ Global Market","NASDAQ","etf",
"RSP","Invesco S&P 500 Equal Weight ETF","164.56","New York Stock Exchange Arca","AMEX","etf",
"LRET","UBS ETRACS Monthly Pay 2xLeveraged MSCI US REIT Index ETN","8.4","New York Stock Exchange Arca","AMEX","etf",
"EXS1D.XD","iShares Core DAX UCITS ETF DE","154.64","Cboe Europe","DXE","etf",
"QDCC","Global X S&P 500 Quality Dividend Covered Call ETF","25.19","New York Stock Exchange Arca","AMEX","etf",
"EGIS","2ndVote Society Defended ETF","36.817","BATS","ETF","etf",
"CGB.L","Xtrackers II Harvest China Government Bond UCITS ETF","21.1125","London Stock Exchange","LSE","etf",
"FHYS","Federated Hermes Short Duration High Yield ETF","22.9722","New York Stock Exchange Arca","AMEX","etf",
"RBDI.TO","RBC BlueBay Global Diversified Income (CAD Hedged) ETF","18.65","Toronto Stock Exchange","TSX","etf",
"EMDD.L","SPDR Bloomberg Barclays Emerging Markets Local Bond UCITS ETF (Dist)","54.84","London Stock Exchange","LSE","etf",
"HFXE","IQ 50 Percent Hedged FTSE Europe ETF","19.068","New York Stock Exchange Arca","AMEX","etf",
"XBIL","The RBB Fund, Inc. - US Treasury 6 Month Bill ETF","49.94","NASDAQ Global Market","NASDAQ","etf",
"FXR","First Trust Industrials/Producer Durables AlphaDEX Fund","68.53","New York Stock Exchange Arca","AMEX","etf",
"EUPE.DE","Ossiam Shiller Barclays Cape Europe Sector Value TR","517.4","Frankfurt Stock Exchange","XETRA","etf",
"TDSC","Cabana Target Drawdown 10 ETF","23.9651","New York Stock Exchange Arca","AMEX","etf",
"SOYB","Teucrium Soybean Fund","24.67","New York Stock Exchange Arca","AMEX","etf",
"LQAI","Exchange Listed Funds Trust - LG Qraft AI-Powered U.S. Large Cap Core ETF","30.7384","New York Stock Exchange","NYSE","etf",
"JGST.L","JPMorgan ETFs (Ireland) ICAV - GBP Ultra-Short Income UCITS ETF","101.065","London Stock Exchange","LSE","etf",
"JMUB","JPMorgan Municipal ETF","50.165","BATS","ETF","etf",
"E908.DE","Lyxor 1 TecDAX (DR) UCITS ETF","25.385","Frankfurt Stock Exchange","XETRA","etf",
"TAEQ","Trend Aggregation U.S. ETF","26.9721","BATS","ETF","etf",
"PRUC.L","Amundi Index Solutions - Amundi Prime US Corporates","17.47125","London Stock Exchange","LSE","etf",
"SXRW.DE","iShares VII PLC - iShares Core FTSE 100 UCITS ETF","185.66","Frankfurt Stock Exchange","XETRA","etf",
"DTH","WisdomTree International High Dividend Fund","40.27","New York Stock Exchange Arca","AMEX","etf",
"SXRG.DE","iShares VII PLC - iShares MSCI USA Small Cap ESG Enhanced UCITS ETF USD (Acc)","448.85","Frankfurt Stock Exchange","XETRA","etf",
"PCY","Invesco Emerging Markets Sovereign Debt ETF","20.23","New York Stock Exchange Arca","AMEX","etf",
"IS3S.DE","iShares Edge MSCI World Value Factor UCITS ETF USD (Acc)","39.79","Frankfurt Stock Exchange","XETRA","etf",
"SC0J.DE","Invesco MSCI World UCITS ETF","99.718","Frankfurt Stock Exchange","XETRA","etf",
"CATH","Global X S&P 500 Catholic Values ETF","64.3","NASDAQ Global Market","NASDAQ","etf",
"3MSF.L","Leverage Shares 3x Microsoft ETC","5816.75","London Stock Exchange","LSE","etf",
"EMDM","First Trust Exchange-Traded Fun","22.31","New York Stock Exchange Arca","AMEX","etf",
"GLD3.L","Leverage Shares 3x Long Gold ETP Securities","12.906","London Stock Exchange","LSE","etf",
"3PLT.L","Leverage Shares 3x Palantir ETC","2487.2","London Stock Exchange","LSE","etf",
"139240.KS","Mirae Asset TIGER Steels & Materials ETF","8320","KSE","KSC","etf",
"FNDC","Schwab Fundamental International Small Company Index ETF","35.5","New York Stock Exchange Arca","AMEX","etf",
"QBB.TO","Mackenzie Canadian Aggregate Bond Index ETF","91.53","Toronto Stock Exchange","TSX","etf",
"UIMB.DE","UBS (Lux) Fund Solutions – Bloomberg TIPS 10+ UCITS ETF","9.71","Frankfurt Stock Exchange","XETRA","etf",
"IBDC","iShares iBonds Mar 2020 Term Corporate ETF","26.02","New York Stock Exchange Arca","AMEX","etf",
"ONOF","Global X Adaptive U.S. Risk Management ETF","33.36","New York Stock Exchange Arca","AMEX","etf",
"9401.SR","YAQEEN Petrochemical ETF","30.2","Saudi","SAU","etf",
"FATT","Fat Tail Risk ETF","22.7143","NASDAQ Global Market","NASDAQ","etf",
"SBTC.SW","21Shares Short Bitcoin ETP","0.264","Swiss Exchange","SIX","etf",
